borrower_income,credit_score,naics_code,equipment_type,loan_amount,down_payment,term_months,dealer_state,ltv,prior_defaults,bankruptcy_history,risk_flags,approved,loss_rate
110630.79,696.0,1111,Skid Steer,220473.31,86163.03,66,IL,0.719,0,0,,1,0.0221
213571.05,675.0,1152,Skid Steer,200670.5,43730.81,36,NE,0.8211,0,0,,1,0.0265
71925.42,674.0,4238,Planter,149662.29,18890.23,71,IN,0.8879,0,0,,1,0.0844
109212.13,679.0,1112,Combine,172267.96,74724.17,84,KS,0.6975,0,0,long_term,1,0.0358
31925.55,688.0,1121,Harvester,292477.85,46433.71,69,NE,0.863,0,0,low_income,0,0.143
105247.21,681.0,3331,Sprayer,64329.18,12344.76,75,SD,0.839,0,0,long_term,1,0.0494
118683.72,748.0,1111,Planter,171299.55,15037.15,58,MN,0.9193,0,0,low_down_payment,1,0.0439
143380.4,761.0,1119,Harvester,222999.76,54986.67,57,IA,0.8022,0,0,,1,0.026
183828.7,643.0,3331,Baler,148792.41,59607.23,81,KS,0.714,0,0,long_term,1,0.0644
96782.98,674.0,1111,Planter,268985.84,29230.21,73,WI,0.902,0,0,low_down_payment;long_term,0,0.0722
63680.74,674.0,1152,Tractor,289734.78,47207.6,69,IN,0.8599,0,0,,1,0.0898
32823.68,678.0,1111,Harvester,182076.26,46713.06,80,IN,0.7958,0,0,low_income;long_term,0,0.153
98734.16,682.0,1151,Harvester,121700.78,24060.92,49,ND,0.8349,0,0,,1,0.0297
35542.86,688.0,1112,Combine,121976.59,45735.77,66,ND,0.7273,0,0,low_income,0,0.0937
142491.52,713.0,3331,Harvester,224121.74,36372.49,78,NE,0.8604,0,0,long_term,1,0.0477
54563.24,625.0,1112,Baler,214344.47,24943.13,52,KS,0.8958,0,0,low_income;low_credit,1,0.1807
31083.69,697.0,1152,Loader,214277.36,29219.18,60,ND,0.88,0,0,low_income,1,0.1367
226432.53,676.0,1119,Harvester,236410.27,39455.58,59,MO,0.857,0,0,,1,0.0412
83250.78,694.0,3331,Harvester,151096.54,27511.03,57,WI,0.846,0,0,,1,0.0363
39728.06,663.0,3331,Harvester,73359.02,17080.77,40,IL,0.8111,0,0,low_income,1,0.112
167485.66,753.0,4238,Harvester,286328.19,26837.73,72,IA,0.9143,1,0,low_down_payment;prior_default,1,0.1371
120780.0,586.0,3331,Harvester,137871.02,14383.8,53,IL,0.9055,1,0,low_down_payment;low_credit;prior_default,1,0.2412
84165.94,653.0,1113,Planter,229633.75,106662.65,61,ND,0.6828,0,0,,1,0.0404
88998.75,727.0,1112,Planter,36558.63,21011.86,47,WI,0.635,0,0,,1,0.0124
119271.96,693.0,1121,Harvester,215874.02,9401.08,61,KS,0.9583,0,0,high_ltv;low_down_payment,0,0.0573
89899.73,650.0,1152,Skid Steer,155158.75,14661.83,70,MN,0.9137,0,0,low_down_payment,1,0.0925
94997.86,726.0,1121,Skid Steer,234571.02,57376.18,54,SD,0.8035,0,0,,1,0.025
44640.96,739.0,1112,Harvester,237003.51,77927.43,66,IL,0.7526,0,0,low_income,1,0.0819
108028.46,606.0,1151,Planter,191118.22,55161.1,82,MO,0.776,0,0,low_credit;long_term,0,0.1315
224035.48,668.0,1152,Harvester,89803.24,37562.91,55,SD,0.7051,0,0,,1,0.0263
56427.41,747.0,1111,Sprayer,223908.1,103989.74,58,MN,0.6829,0,0,low_income,1,0.0459
174909.75,668.0,1119,Planter,228792.59,43370.81,55,SD,0.8406,0,0,,1,0.0422
125236.64,632.0,1111,Skid Steer,210232.69,29514.77,58,MN,0.8769,0,0,low_credit,1,0.0926
198671.74,679.0,1121,Planter,142967.78,16806.96,71,IA,0.8948,1,0,prior_default,1,0.1373
175831.76,585.0,4238,Skid Steer,45922.14,8124.04,42,MO,0.8497,0,0,low_credit,1,0.129
101059.74,687.0,1152,Sprayer,137101.84,14469.68,63,SD,0.9045,0,0,low_down_payment,1,0.0471
134952.79,688.0,1152,Combine,211250.57,51409.7,52,IN,0.8043,0,0,,1,0.0251
168096.1,688.0,1119,Sprayer,233536.7,39780.81,71,IA,0.8545,0,0,,1,0.04
75925.42,668.0,1119,Loader,127331.17,21839.26,48,WI,0.8536,0,0,,1,0.0563
104108.8,602.0,1119,Loader,165414.87,72950.71,49,ND,0.694,0,0,low_credit,1,0.0745
123696.78,729.0,1152,Planter,203443.64,58602.96,51,MO,0.7764,0,0,,1,0.0217
135502.9,662.0,1119,Baler,189219.94,27897.8,65,IN,0.8715,0,0,,0,0.0596
48599.93,695.0,1151,Tractor,142435.23,45287.03,54,SD,0.7588,0,0,low_income,1,0.0667
110717.71,736.0,4238,Combine,69600.83,12990.9,50,IN,0.8427,0,0,,1,0.027
81086.3,732.0,3331,Baler,172063.08,113378.87,45,IA,0.6028,0,0,,1,0.0133
100229.45,763.0,1152,Loader,65707.55,7431.09,55,MO,0.8984,0,0,,1,0.0353
136659.49,694.0,1119,Planter,318749.4,7479.64,81,ND,0.9771,0,0,high_ltv;low_down_payment;long_term,0,0.0856
48204.5,532.0,1113,Loader,80608.05,18709.02,48,IA,0.8116,0,0,low_income;low_credit,0,0.2393
84725.15,694.0,4238,Loader,118122.72,31707.99,64,IN,0.7884,0,0,,1,0.0316
170121.95,647.0,1119,Tractor,115332.94,61728.11,56,NE,0.6514,0,0,,1,0.032
84036.12,731.0,1152,Planter,253326.71,62017.31,54,IN,0.8033,0,0,,1,0.0293
90264.24,573.0,1121,Baler,117451.24,37133.06,54,MO,0.7598,0,0,low_credit,0,0.1307
150268.5,697.0,1112,Loader,158600.85,23926.73,62,IN,0.8689,0,0,,1,0.0354
62651.11,782.0,1152,Sprayer,132846.65,62181.95,56,IN,0.6812,0,0,,1,0.0344
64000.6,722.0,3331,Skid Steer,165290.99,38043.83,63,KS,0.8129,0,0,,0,0.0569
147051.57,729.0,1121,Tractor,237605.8,19686.73,76,IL,0.9235,0,0,low_down_payment;long_term,0,0.0626
36596.38,654.0,1151,Sprayer,160868.35,23230.52,53,IL,0.8738,0,0,low_income,1,0.1645
101684.87,698.0,4238,Baler,229326.05,7504.39,69,ND,0.9683,0,0,high_ltv;low_down_payment,1,0.0657
68775.08,706.0,1152,Baler,93675.05,15968.18,56,ND,0.8544,0,0,,1,0.0529
149959.77,644.0,1113,Loader,118445.29,20664.34,59,NE,0.8515,0,0,,1,0.0682
68390.93,656.0,1121,Baler,164060.18,13664.83,67,NE,0.9231,0,0,low_down_payment,1,0.1275
79750.99,746.0,1111,Skid Steer,211561.61,37333.15,61,KS,0.85,0,0,,1,0.0426
57539.47,668.0,4238,Combine,123190.96,24928.34,51,IL,0.8317,0,0,low_income,1,0.0904
101223.49,696.0,3331,Sprayer,264923.7,10248.82,59,MN,0.9628,0,0,high_ltv;low_down_payment,1,0.0566
171412.28,665.0,1111,Combine,229032.07,42215.57,72,SD,0.8444,0,0,,1,0.0571
93304.26,657.0,1152,Planter,251021.29,63651.52,65,KS,0.7977,0,0,,1,0.0505
145016.42,707.0,1151,Harvester,121917.5,17285.62,83,IL,0.8758,0,0,long_term,1,0.0537
86598.07,724.0,1113,Baler,166412.44,36907.18,60,MN,0.8185,0,0,,1,0.0316
61981.77,754.0,4238,Harvester,272933.91,51292.43,80,MO,0.8418,0,0,long_term,1,0.0872
30000.0,684.0,1119,Combine,247067.61,52955.3,84,WI,0.8235,0,0,low_income;long_term,0,0.1634
114149.81,642.0,4238,Loader,117755.45,19845.61,65,ND,0.8558,0,0,,1,0.0758
151302.4,804.0,1152,Sprayer,136311.13,22490.12,60,NE,0.8584,0,0,,1,0.0331
117026.7,609.0,3331,Combine,93237.92,21725.17,73,KS,0.811,0,1,low_credit;long_term;bankruptcy,0,0.2205
30000.0,672.0,1121,Baler,47452.32,4887.78,80,KS,0.9066,0,0,low_down_payment;low_income;long_term,0,0.2072
123665.51,683.0,1112,Sprayer,183767.38,29785.8,36,MN,0.8605,0,0,,1,0.0265
30000.0,624.0,3331,Tractor,175080.68,38724.86,60,KS,0.8189,0,0,low_income;low_credit,0,0.2057
30000.0,701.0,3331,Combine,148124.78,29031.7,44,MN,0.8361,0,0,low_income,0,0.1079
146281.94,733.0,4238,Skid Steer,104991.38,28185.81,68,ND,0.7884,0,0,,1,0.0292
79940.89,653.0,1152,Skid Steer,278429.86,55607.07,49,KS,0.8335,0,0,,1,0.0625
166624.33,625.0,1151,Skid Steer,193386.24,42021.29,62,NE,0.8215,0,0,low_credit,1,0.092
76833.56,589.0,3331,Combine,125946.38,21379.95,65,IA,0.8549,1,0,low_credit;prior_default,0,0.2403
99642.21,692.0,1112,Sprayer,94064.58,20264.47,70,ND,0.8228,0,0,,1,0.0339
145272.27,746.0,4238,Baler,75128.32,3129.36,44,IN,0.96,0,0,high_ltv;low_down_payment,1,0.0457
84159.29,681.0,1119,Combine,200517.48,96331.77,72,IA,0.6755,0,0,,1,0.0283
58972.12,746.0,3331,Skid Steer,174593.45,52339.66,66,KS,0.7694,0,0,low_income,1,0.0634
190869.35,675.0,1119,Skid Steer,270905.34,78919.29,36,NE,0.7744,0,0,,1,0.0226
81463.51,626.0,3331,Planter,281807.62,41858.29,63,MN,0.8707,0,0,low_credit,1,0.122
57809.99,725.0,1152,Tractor,171122.2,50313.92,52,IN,0.7728,0,0,low_income,1,0.0551
162430.15,731.0,1151,Tractor,171481.24,28781.8,79,IA,0.8563,0,0,long_term,1,0.0477
106843.68,582.0,1151,Loader,286809.35,37396.73,36,SD,0.8847,0,0,low_credit,1,0.1378
74572.51,599.0,1152,Skid Steer,77378.88,15819.94,70,IN,0.8303,0,0,low_credit,0,0.1664
94808.09,676.0,1151,Loader,232335.19,15559.48,65,ND,0.9372,0,0,low_down_payment,1,0.0638
98986.89,645.0,1112,Baler,128775.19,64671.58,52,MO,0.6657,0,0,,1,0.0327
101283.92,610.0,4238,Baler,167796.13,56253.77,70,IL,0.7489,0,0,low_credit,0,0.0986
44444.7,744.0,1119,Planter,173952.99,41731.41,59,MN,0.8065,0,0,low_income,1,0.0888
103372.46,735.0,1119,Loader,98271.07,21013.63,75,IN,0.8238,1,0,long_term;prior_default,1,0.1132
130736.34,621.0,1121,Baler,49860.94,6382.79,60,IA,0.8865,0,0,low_credit,1,0.1117
115689.11,656.0,1151,Planter,225096.18,74152.64,45,ND,0.7522,0,0,,1,0.0331
120800.75,697.0,1113,Loader,208162.64,14500.61,58,SD,0.9349,0,0,low_down_payment,1,0.0462
156022.14,778.0,3331,Sprayer,100652.16,54695.82,49,MO,0.6479,0,0,,1,0.013
137182.5,720.0,1111,Planter,186929.74,16665.74,51,MN,0.9181,0,0,low_down_payment,1,0.0396
74064.51,636.0,1151,Loader,181103.08,77543.42,60,SD,0.7002,0,0,low_credit,1,0.0753
66741.03,659.0,1119,Harvester,78472.88,30569.63,70,IN,0.7197,0,0,,1,0.0692
191671.78,660.0,1113,Tractor,276008.5,39612.39,57,ND,0.8745,0,0,,1,0.0553
111593.98,754.0,1119,Baler,167457.09,65183.67,63,KS,0.7198,0,0,,1,0.0212
50057.86,736.0,3331,Harvester,98615.16,20614.74,49,NE,0.8271,0,0,low_income,1,0.0748
44682.42,627.0,1113,Planter,276151.48,30216.82,61,IL,0.9014,0,0,low_down_payment;low_income;low_credit,0,0.2132
142344.45,729.0,1113,Loader,127935.92,0.0,52,MO,1.0,0,0,high_ltv;low_down_payment,1,0.058
159880.67,625.0,1121,Harvester,207116.18,88390.08,49,KS,0.7009,0,0,low_credit,0,0.0546
95122.03,669.0,1111,Loader,155863.95,28135.61,64,IA,0.8471,0,0,,1,0.0482
105820.5,674.0,1121,Harvester,259399.64,41610.15,58,KS,0.8618,0,0,,1,0.0429
167818.26,588.0,1113,Skid Steer,275218.59,45346.43,59,SD,0.8585,0,0,low_credit,1,0.1469
174069.57,720.0,4238,Loader,131280.43,21115.89,36,MN,0.8614,0,0,,1,0.0234
155965.69,732.0,1151,Baler,320478.58,26093.14,59,NE,0.9247,0,0,low_down_payment,0,0.0453
89918.24,789.0,1151,Planter,235069.73,57492.71,47,NE,0.8035,0,0,,1,0.0225
75720.11,629.0,1111,Baler,151867.35,39163.79,50,IL,0.795,0,0,low_credit,1,0.0942
151800.1,603.0,1152,Combine,101454.81,28390.89,78,WI,0.7813,0,0,low_credit;long_term,1,0.132
118547.41,651.0,1111,Combine,248783.07,57145.2,67,SD,0.8132,0,0,,1,0.0603
41004.74,690.0,1152,Tractor,153934.66,46336.33,68,MN,0.7686,0,0,low_income,1,0.0941
112967.85,705.0,1113,Tractor,46970.24,21271.2,69,WI,0.6883,0,0,,1,0.0207
64330.7,719.0,1112,Skid Steer,120059.53,63147.56,57,SD,0.6553,0,0,,1,0.0305
115075.21,683.0,3331,Baler,193812.37,36650.74,58,IN,0.841,0,0,,1,0.034
166749.25,635.0,1151,Loader,83655.65,19895.12,50,MN,0.8079,0,0,low_credit,1,0.0663
30000.0,729.0,1113,Sprayer,186099.4,91406.16,36,NE,0.6706,0,0,low_income,1,0.0613
75343.93,620.0,1119,Combine,202113.88,82781.87,54,MO,0.7094,0,0,low_credit,1,0.087
43011.02,685.0,1121,Skid Steer,213515.94,88798.01,52,IL,0.7063,0,0,low_income,1,0.067
97292.0,685.0,1152,Loader,59227.47,16196.54,79,SD,0.7853,0,0,long_term,1,0.041
132666.47,640.0,3331,Sprayer,56505.88,11408.35,54,IL,0.832,0,0,,1,0.0634
142894.41,676.0,3331,Combine,192281.45,35150.16,57,IA,0.8454,0,0,,1,0.0387
122697.59,571.0,1119,Baler,311374.33,30976.46,79,IA,0.9095,0,0,low_down_payment;low_credit;long_term,1,0.2191
118290.72,773.0,1113,Tractor,174093.03,19459.76,74,MN,0.8995,0,1,long_term;bankruptcy,1,0.1557
140557.61,788.0,1111,Combine,158137.66,28984.65,64,MN,0.8451,0,0,,1,0.0336
158619.98,693.0,1151,Loader,102936.25,17628.81,43,IA,0.8538,0,0,,1,0.0253
84384.15,770.0,1113,Skid Steer,193634.97,15781.43,45,MO,0.9246,0,0,low_down_payment,1,0.0429
126222.9,774.0,3331,Baler,74720.39,12136.35,74,SD,0.8603,0,0,long_term,1,0.0451
89284.35,668.0,1151,Tractor,217439.93,42568.36,72,IL,0.8363,0,0,,1,0.054
115419.13,799.0,3331,Planter,177637.63,53005.22,40,SD,0.7702,0,0,,1,0.0179
90501.13,565.0,1111,Planter,219646.04,55535.69,53,WI,0.7982,1,0,low_credit;prior_default,0,0.2217
186700.02,713.0,1152,Sprayer,150194.29,31535.38,41,NE,0.8265,0,0,,1,0.0223
54303.82,718.0,1151,Harvester,121692.68,2950.03,61,MN,0.9763,0,0,high_ltv;low_down_payment;low_income,0,0.1358
192092.46,663.0,1151,Tractor,264305.91,37204.24,54,IN,0.8766,0,0,,1,0.051
30000.0,700.0,3331,Planter,168816.78,36670.49,64,IA,0.8215,0,0,low_income,1,0.1255
111855.2,660.0,1151,Planter,210416.02,75667.57,75,ND,0.7355,0,0,long_term,1,0.0494
76421.41,598.0,1121,Sprayer,225332.07,47590.11,53,SD,0.8256,0,0,low_credit,1,0.1442
88731.63,726.0,1152,Tractor,282273.03,63232.0,75,NE,0.817,0,0,long_term,0,0.0409
61170.11,715.0,1111,Loader,262469.77,41977.13,71,IL,0.8621,0,0,,0,0.078
139251.23,748.0,1152,Baler,208164.92,30420.31,61,IA,0.8725,0,0,,1,0.0353
85731.09,674.0,1113,Sprayer,239566.0,67474.24,39,IA,0.7802,0,0,,1,0.0273
122186.55,760.0,4238,Harvester,92047.51,24022.94,56,MN,0.793,0,0,,1,0.0248
167234.29,725.0,1119,Planter,278037.24,56145.07,52,IL,0.832,0,0,,1,0.0268
81876.36,732.0,1151,Loader,285316.71,38642.04,66,IL,0.8807,0,0,,0,0.0479
30000.0,731.0,1119,Tractor,105412.25,16960.77,36,MN,0.8614,0,0,low_income,1,0.1064
186883.6,736.0,1152,Combine,196273.96,24471.97,57,NE,0.8891,0,0,,1,0.0353
125327.79,656.0,1119,Harvester,74502.53,30793.09,63,IL,0.7076,0,0,,1,0.0372
142912.08,738.0,3331,Planter,214890.12,35692.74,61,IA,0.8576,0,0,,1,0.0335
97029.78,775.0,4238,Skid Steer,102101.37,36792.56,69,KS,0.7351,0,0,,1,0.0245
102173.59,615.0,1151,Planter,144115.92,41124.47,50,MO,0.778,0,0,low_credit,0,0.0811
94833.2,623.0,1121,Loader,265408.4,59404.07,52,KS,0.8171,0,0,low_credit,0,0.0829
106031.89,693.0,1119,Loader,264185.43,44277.28,64,ND,0.8565,0,0,,0,0.0349
204164.99,641.0,1113,Combine,220865.49,21780.05,43,MO,0.9102,0,0,low_down_payment,1,0.0761
57775.04,749.0,1111,Loader,188289.29,66514.27,60,KS,0.739,0,0,low_income,1,0.0549
116862.44,736.0,1111,Combine,191790.16,51513.88,74,MN,0.7883,0,0,long_term,1,0.0354
30000.0,565.0,3331,Combine,196621.63,51235.18,69,WI,0.7933,1,0,low_income;low_credit;prior_default,0,0.2537
84918.88,675.0,4238,Combine,166683.59,41456.13,46,ND,0.8008,0,0,,1,0.0326
105087.17,753.0,1121,Loader,190194.18,50263.16,46,MN,0.791,0,0,,1,0.0212
86347.3,679.0,1119,Tractor,67294.35,23191.4,63,NE,0.7437,0,0,,0,0.0308
139319.46,681.0,1113,Skid Steer,80680.5,7233.84,41,MN,0.9177,0,0,low_down_payment,1,0.0399
166001.11,586.0,1112,Combine,44065.39,16511.7,66,IA,0.7274,0,0,low_credit,1,0.1184
147392.58,673.0,1121,Tractor,258672.66,84449.65,47,WI,0.7539,0,0,,1,0.0256
30000.0,627.0,1113,Harvester,220748.54,71813.12,84,MN,0.7545,0,0,low_income;low_credit;long_term,0,0.2063
128392.14,637.0,1113,Tractor,168874.76,8964.59,48,IA,0.9496,0,1,low_down_payment;low_credit;bankruptcy,1,0.2188
32024.05,784.0,1112,Loader,38890.15,16801.45,43,KS,0.6983,0,0,low_income,1,0.0696
76683.29,578.0,1151,Loader,160097.31,56076.82,64,IA,0.7406,0,0,low_credit,0,0.1533
137056.99,643.0,1121,Skid Steer,86954.42,20091.49,55,KS,0.8123,0,0,,1,0.0577
144742.21,722.0,1151,Planter,230247.32,11523.91,50,IL,0.9523,0,0,high_ltv;low_down_payment,0,0.0484
50437.1,645.0,1111,Tractor,146338.67,12982.39,59,IA,0.9185,0,0,low_down_payment;low_income,1,0.1784
134997.17,667.0,1113,Skid Steer,287476.57,56452.26,56,ND,0.8359,0,0,,1,0.0434
190397.13,613.0,1119,Sprayer,172106.58,57505.7,64,NE,0.7496,0,0,low_credit,1,0.089
63997.83,632.0,1112,Sprayer,132507.39,23104.13,60,NE,0.8515,0,0,low_credit,0,0.1389
170170.91,670.0,1151,Harvester,50282.05,16245.05,68,WI,0.7558,0,0,,1,0.0366
143730.35,727.0,3331,Planter,98070.87,32435.22,59,ND,0.7515,0,0,,1,0.0224
98080.38,631.0,1121,Skid Steer,213848.44,94563.42,57,ND,0.6934,0,0,low_credit,1,0.0536
83536.08,711.0,1111,Baler,188883.73,59792.75,36,IL,0.7596,0,0,,0,0.0194
86474.95,596.0,1119,Skid Steer,250986.74,62739.58,68,IN,0.8,1,0,low_credit;prior_default,0,0.2123
85811.29,769.0,1112,Harvester,140541.74,1596.0,58,NE,0.9888,0,0,high_ltv;low_down_payment,0,0.067
122771.92,662.0,1113,Combine,124997.69,45678.37,69,ND,0.7324,0,0,,1,0.0393
118173.97,704.0,3331,Combine,71689.27,20430.81,58,IA,0.7782,0,0,,1,0.0242
52464.39,682.0,1111,Sprayer,302267.93,32178.4,69,IL,0.9038,0,0,low_down_payment;low_income,0,0.129
85895.53,710.0,4238,Harvester,165453.1,29724.33,65,MN,0.8477,0,0,,1,0.0382
102788.28,628.0,4238,Planter,263638.29,43325.43,47,KS,0.8589,0,0,low_credit,1,0.0829
112805.16,551.0,1152,Sprayer,218744.54,70906.85,84,MO,0.7552,0,0,low_credit;long_term,0,0.1895
151637.55,672.0,1151,Planter,139235.74,17829.74,61,MN,0.8865,0,0,,1,0.0506
63478.27,663.0,1152,Loader,323414.24,17617.81,58,IN,0.9483,1,0,low_down_payment;prior_default,0,0.2196
113291.52,711.0,1111,Tractor,146917.92,45979.24,74,MN,0.7616,1,0,long_term;prior_default,0,0.0952
89215.94,650.0,1121,Tractor,86219.96,22411.18,49,KS,0.7937,0,0,,0,0.0461
30000.0,773.0,1119,Tractor,142200.5,39594.26,69,KS,0.7822,1,0,low_income;prior_default,1,0.2006
79278.03,734.0,1119,Combine,128373.06,43949.69,74,SD,0.745,0,0,long_term,1,0.0401
147234.95,664.0,4238,Sprayer,166587.25,28157.67,56,IL,0.8554,0,0,,1,0.048
69929.17,725.0,1111,Loader,122547.39,12825.35,36,KS,0.9053,0,0,low_down_payment,0,0.051
33999.63,682.0,1112,Loader,181710.4,67909.39,73,IA,0.7279,0,0,low_income;long_term,1,0.1178
37529.16,637.0,1113,Loader,275457.45,47549.55,64,WI,0.8528,0,0,low_income;low_credit,1,0.1947
116491.33,654.0,1113,Combine,113861.81,12142.9,52,KS,0.9036,0,0,low_down_payment,1,0.0686
155862.3,616.0,1151,Skid Steer,237005.66,29221.73,58,WI,0.8902,0,0,low_credit,1,0.1178
73891.7,614.0,3331,Combine,332133.1,12721.13,56,IA,0.9631,0,0,high_ltv;low_down_payment;low_credit,0,0.1926
46446.82,739.0,1119,Loader,135034.6,43088.16,62,IN,0.7581,0,0,low_income,1,0.0767
31392.36,830.0,1113,Combine,70909.66,25677.9,46,MN,0.7341,0,0,low_income,1,0.0811
61490.67,687.0,1152,Combine,110349.16,18839.21,59,IN,0.8542,0,0,,1,0.0684
175267.48,615.0,3331,Tractor,120688.88,35918.01,61,ND,0.7706,0,0,low_credit,1,0.0897
169950.87,637.0,1151,Planter,119412.74,21298.39,66,IA,0.8486,0,0,low_credit,1,0.0885
193760.12,765.0,1151,Planter,31769.75,15315.75,66,KS,0.6747,0,0,,1,0.0188
30000.0,757.0,1111,Combine,175798.43,37895.72,59,IL,0.8227,0,0,low_income,0,0.1203
37125.54,708.0,1111,Combine,131340.53,29080.64,69,MO,0.8187,0,0,low_income,0,0.1161
112853.84,658.0,1113,Sprayer,228197.66,86953.83,77,WI,0.7241,0,0,long_term,1,0.0506
100304.97,700.0,1112,Skid Steer,117691.19,52807.69,48,ND,0.6903,0,0,,1,0.0151
70605.3,674.0,1112,Loader,43568.67,9292.23,46,IL,0.8242,0,0,,1,0.0522
88307.13,635.0,1152,Skid Steer,185470.63,9208.24,63,MO,0.9527,0,0,high_ltv;low_down_payment;low_credit,0,0.1368
89804.91,722.0,3331,Combine,167143.09,45507.09,56,ND,0.786,0,0,,1,0.0243
56083.44,666.0,1152,Skid Steer,75724.48,7881.45,59,IN,0.9057,0,0,low_down_payment;low_income,0,0.1333
87554.84,717.0,3331,Sprayer,135331.54,40782.9,59,IA,0.7684,0,0,,1,0.0254
34473.43,725.0,1111,Loader,96868.05,15512.19,52,MO,0.862,0,0,low_income,1,0.1152
100326.42,734.0,1113,Baler,211072.14,35391.77,68,IA,0.8564,0,0,,1,0.037
36741.81,737.0,1152,Planter,189073.61,53070.89,49,KS,0.7808,0,0,low_income,1,0.0861
154297.17,664.0,1112,Harvester,131465.96,52669.01,36,SD,0.714,0,0,,1,0.0221
105250.33,591.0,3331,Loader,120964.76,13353.15,60,ND,0.9006,0,0,low_down_payment;low_credit,0,0.1659
144584.07,621.0,1152,Sprayer,43234.77,11582.24,58,MN,0.7887,0,0,low_credit,1,0.0848
203830.7,702.0,1151,Planter,173991.39,0.0,66,IL,1.0,0,0,high_ltv;low_down_payment,1,0.0697
94169.15,686.0,1152,Skid Steer,71473.82,7040.83,66,MO,0.9103,0,0,low_down_payment,1,0.0513
92643.11,646.0,1152,Sprayer,133246.05,46804.49,49,MO,0.74,0,0,,1,0.0401
84526.19,691.0,3331,Planter,262723.27,77283.92,69,KS,0.7727,0,0,,1,0.0324
73023.41,728.0,1112,Loader,129494.98,50072.81,61,WI,0.7211,0,0,,1,0.0325
76794.8,535.0,1151,Loader,52683.18,7177.8,53,IA,0.8801,0,0,low_credit,0,0.2297
113098.07,706.0,4238,Baler,185392.65,58943.2,70,IN,0.7588,0,0,,1,0.0271
94507.72,658.0,1111,Tractor,69281.01,26880.88,46,IL,0.7205,0,0,,1,0.0294
72483.21,707.0,4238,Tractor,98863.42,35227.47,58,ND,0.7373,0,0,,1,0.0334
87502.76,691.0,4238,Baler,190092.28,24037.83,66,MO,0.8877,0,0,,1,0.0426
140575.59,743.0,1113,Skid Steer,191736.28,82202.98,64,KS,0.6999,0,0,,1,0.02
39133.8,680.0,3331,Baler,237325.76,15149.04,38,SD,0.94,0,1,low_down_payment;low_income;bankruptcy,0,0.2397
108532.85,691.0,1111,Sprayer,164670.49,48169.58,59,WI,0.7737,0,0,,1,0.0242
48655.25,652.0,1151,Sprayer,185079.5,18135.85,62,WI,0.9108,0,0,low_down_payment;low_income,1,0.1727
113233.17,774.0,1111,Combine,120142.23,7001.23,50,IN,0.9449,0,0,low_down_payment,1,0.0427
108498.67,671.0,1151,Baler,57024.32,14258.12,60,NE,0.8,0,0,,0,0.038
60153.14,753.0,1111,Loader,60999.0,21791.41,64,SD,0.7368,0,0,,1,0.0494
76079.2,625.0,1121,Baler,304304.7,45057.37,66,KS,0.871,0,0,low_credit,1,0.1372
158839.23,679.0,1111,Baler,178081.74,0.0,63,IA,1.0,0,0,high_ltv;low_down_payment,1,0.0796
130617.15,664.0,1151,Baler,216083.41,56544.72,72,SD,0.7926,0,0,,1,0.0488
42702.4,663.0,1119,Combine,72756.68,4979.37,59,MN,0.9359,0,0,low_down_payment;low_income,1,0.1759
91675.5,706.0,4238,Harvester,54871.09,20919.1,56,IA,0.724,0,0,,1,0.0193
68960.89,734.0,3331,Combine,66521.9,23355.46,64,NE,0.7401,0,0,,1,0.0402
163634.23,681.0,4238,Harvester,140762.75,2910.14,51,MN,0.9797,0,0,high_ltv;low_down_payment,1,0.0625
176217.21,702.0,1151,Tractor,200534.94,28342.85,43,IL,0.8762,0,0,,1,0.0274
129068.14,675.0,1152,Combine,206822.99,0.0,53,WI,1.0,0,0,high_ltv;low_down_payment,1,0.0743
110137.85,708.0,1152,Baler,121995.47,44796.18,53,ND,0.7314,0,0,,1,0.019
76847.18,728.0,1121,Tractor,118938.77,10878.31,59,MO,0.9162,0,0,low_down_payment,1,0.0608
83818.54,669.0,1119,Tractor,241102.01,38202.6,56,WI,0.8632,0,0,,0,0.0532
134704.53,742.0,1111,Planter,45525.5,15536.73,59,SD,0.7456,0,0,,1,0.0219
104298.78,674.0,3331,Harvester,225823.93,40979.5,78,KS,0.8464,0,0,long_term,1,0.0591
45292.11,616.0,1152,Sprayer,50120.47,15643.9,52,SD,0.7621,0,0,low_income;low_credit,0,0.1664
30000.0,627.0,1119,Loader,121925.27,35927.48,58,NE,0.7724,0,0,low_income;low_credit,1,0.1872
87110.56,723.0,1152,Combine,199225.43,36247.79,82,NE,0.8461,0,0,long_term,1,0.0516
102805.52,671.0,1113,Tractor,193513.83,65836.03,84,SD,0.7461,0,0,long_term,0,0.0486
139805.53,652.0,1151,Skid Steer,221066.24,65661.01,58,WI,0.771,0,0,,0,0.0456
57694.81,830.0,4238,Tractor,233958.02,22667.95,72,IL,0.9117,0,0,low_down_payment;low_income,1,0.1133
97774.91,693.0,4238,Combine,172528.92,49432.28,48,ND,0.7773,0,0,,1,0.0208
127123.52,727.0,3331,Combine,37646.75,16988.37,58,NE,0.6891,0,0,,1,0.0175
67812.25,696.0,1121,Skid Steer,229994.26,39183.61,65,IL,0.8544,0,0,,1,0.0609
48941.41,671.0,1113,Sprayer,188049.9,61880.29,58,WI,0.7524,0,0,low_income,1,0.0881
