make,model,year,hours,price,location,condition,serial_number,source,timestamp,listing_id,title,asset_type,auction,sale_date,buying_format,image_url,source_url,auction_type,buy_now,buy_now_text,features
2025,IRET13,2025.0,,,"Newnan, GA, USA",,H9RZYF3TXSA137518,RitchieBros,2026-01-20 22:53:28.229233,CD4F0F99-DFA9-3EDE-9A99-F2B6B3CED750,2025 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Southeast Regional Event, USA - Mar 23, 2026",2026-03-23 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2025,IRET13,2025.0,,,"Newnan, GA, USA",,H9RZYF3TXSA137543,RitchieBros,2026-01-20 22:53:28.229233,FB71BF22-2926-3AE5-871A-AC44B7729CC2,2025 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Southeast Regional Event, USA - Mar 23, 2026",2026-03-23 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2025,IRET13,2025.0,,,"Newnan, GA, USA",,H9RZYF3TXSA137522,RitchieBros,2026-01-20 22:53:28.229233,4A75FE02-1724-380E-9746-1D4CF69A2F0C,2025 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Southeast Regional Event, USA - Mar 23, 2026",2026-03-23 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"North East, MD, USA",,,RitchieBros,2026-01-20 22:53:28.229233,E9CF11C6-4065-3D20-A847-FEFD80FEBA62,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"North East, MD, USA",,,RitchieBros,2026-01-20 22:53:28.229233,68CF2AC1-2333-31B5-9FD6-AD4398585DEC,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"North East, MD, USA",,H9RZYF3TXSA137498,RitchieBros,2026-01-20 22:53:28.229233,D9BBF1CE-A7AA-3873-8C21-1555FEA66017,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"North East, MD, USA",,H9RZYF3TXSA137502,RitchieBros,2026-01-20 22:53:28.229233,4867BEC0-1173-3A00-AF0F-03AF0B4A2503,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"North East, MD, USA",,H9RZYF3TXSA137506,RitchieBros,2026-01-20 22:53:28.229233,81C87118-7FB5-332F-9075-11352E6ACE7B,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"North East, MD, USA",,,RitchieBros,2026-01-20 22:53:28.229233,9C00FD0C-11C3-34C6-8969-35BB675600FD,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"North East, MD, USA",,,RitchieBros,2026-01-20 22:53:28.229233,4E2E9AC3-C642-3458-8448-E0909298A365,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Newnan, GA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,B44BF24D-8848-3C49-AF5E-C658F2762C50,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Southeast Regional Event, USA - Mar 23, 2026",2026-03-23 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Newnan, GA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,3DEFF98E-3403-3813-985A-302A69952860,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Southeast Regional Event, USA - Mar 23, 2026",2026-03-23 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Newnan, GA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,2B2EE0D5-9DFD-3FA9-A225-69D8EB7913A5,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Southeast Regional Event, USA - Mar 23, 2026",2026-03-23 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Newnan, GA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,CB01F9D6-6925-351F-9579-4E0D43AB60EA,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Southeast Regional Event, USA - Mar 23, 2026",2026-03-23 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Mont-Saint-Hilaire, QC, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,9475B8DB-DAEB-3109-99F1-943C9B512C08,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Quebec Regional Event, CAN - Mar 30, 2026",2026-03-30 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Mont-Saint-Hilaire, QC, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,FCAE97DE-E51B-3D38-8212-E723799473B3,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Quebec Regional Event, CAN - Mar 30, 2026",2026-03-30 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Mont-Saint-Hilaire, QC, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,B1D8103A-7A85-335A-8C63-B79C66844C99,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Quebec Regional Event, CAN - Mar 30, 2026",2026-03-30 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Mont-Saint-Hilaire, QC, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,0E1BA5A6-B411-39D2-B4B4-8F0A80511B16,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Quebec Regional Event, CAN - Mar 30, 2026",2026-03-30 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23SLB-R,2020.0,,,"Davenport, FL, USA",,45283,RitchieBros,2026-01-20 22:53:28.229233,EC4B166F-2C4E-33DE-AE3B-D662AF9FCE06,2020 Kubota BX23SLBR Utility Tractor,Utility Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,2021.0,,,"Newnan, GA, USA",,63729,RitchieBros,2026-01-20 22:53:28.229233,88B701FD-B4B5-347F-BD04-BA5BF375257A,2021 Kubota BX23S Utility Tractor,Utility Tractor,"Southeast Regional Event, USA - May 27, 2026",2026-05-27 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23SLSB-R-1,2021.0,,,"North Franklin, CT, USA",,KBUC1DHRAMGF63368,RitchieBros,2026-01-20 22:53:28.229233,E7854A72-E66B-3A03-8DFB-A3E4DAF2AB4D,2021 Kubota BX23SLSB-R-1 Backhoe Utility Tractor,Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,2090,1981.0,,,"Rose Valley, SK, CAN",,9917922,RitchieBros,2026-01-20 22:53:28.229233,4B01D711-B0C5-32C6-B517-A6561D76B5BB,1981 Case 2090 2WD Tractor,2WD Tractor,"Rose Valley, SK, CAN - Apr 17, 2026",2026-04-17 18:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,3032E,,,,"Mead, CO, USA",,1LV3032EJNN145311,RitchieBros,2026-01-20 22:53:28.229233,FB7D4E7C-30D0-30B8-A3F2-513C3C6EBAB1,John Deere 3032E Utility Tractor,Utility Tractor,"Rocky Mountain Regional Event, USA - Feb 25, 2026",2026-02-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Lake Worth, TX, USA",,,RitchieBros,2026-01-20 22:53:28.229233,36DA72E8-B07B-32EE-8A7A-4F1E289481D0,Kubota BX23S    Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Mar 18, 2026",2026-03-18 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Lake Worth, TX, USA",,65122,RitchieBros,2026-01-20 22:53:28.229233,A9F303C5-E28C-31DE-9820-0FF70B840F84,Kubota BX23S Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Mar 18, 2026",2026-03-18 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Humble, TX, USA",,64494,RitchieBros,2026-01-20 22:53:28.229233,692EDDFC-299E-3CBB-9F99-75110B6BD566,Kubota BX23S   Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Mar 18, 2026",2026-03-18 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Humble, TX, USA",,63186,RitchieBros,2026-01-20 22:53:28.229233,0F12082E-7170-3DD8-8D46-FAB32289AE93,Kubota BX23S   Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Mar 18, 2026",2026-03-18 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Humble, TX, USA",,,RitchieBros,2026-01-20 22:53:28.229233,8FC0B2E6-EEBB-3E1A-AD0D-F77E4A095B15,Kubota BX23S    Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Mar 18, 2026",2026-03-18 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Humble, TX, USA",,,RitchieBros,2026-01-20 22:53:28.229233,E3C7FC3E-AE1B-3A83-8034-9CC33AF138D9,Kubota BX23S    Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Mar 18, 2026",2026-03-18 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Humble, TX, USA",,67310,RitchieBros,2026-01-20 22:53:28.229233,C356B9EA-E890-300B-A3F1-BCFC10E85BD0,Kubota BX23S Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Mar 18, 2026",2026-03-18 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Humble, TX, USA",,67159,RitchieBros,2026-01-20 22:53:28.229233,52375D07-C4A3-3806-A152-5F778F49440A,Kubota BX23S Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Apr 15, 2026",2026-04-15 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Humble, TX, USA",,64398,RitchieBros,2026-01-20 22:53:28.229233,53BCB1DA-750F-3692-8572-701F005D81EE,Kubota BX23S Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Apr 15, 2026",2026-04-15 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Humble, TX, USA",,65611,RitchieBros,2026-01-20 22:53:28.229233,2433DE35-CF8A-3D81-ADFF-F677842C8EB5,Kubota BX23S Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Apr 15, 2026",2026-04-15 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Perris, CA, USA",,H9RZYF3TXSA137460,RitchieBros,2026-01-20 22:53:28.229233,FBD65883-317B-3FB8-9393-C68B5FBA4B1F,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Perris, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,DAF8BCB9-64AD-3B00-A213-648ABF4DE4AD,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Perris, CA, USA",,H9RZYF3TXSA137450,RitchieBros,2026-01-20 22:53:28.229233,9398665F-BCC4-3993-814C-AEBD5FF59E1B,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Perris, CA, USA",,H9RZYF3TXSA137449,RitchieBros,2026-01-20 22:53:28.229233,69C83F79-3335-3896-8166-C4FD5D41FACA,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Perris, CA, USA",,H9RZYF3TXSA137454,RitchieBros,2026-01-20 22:53:28.229233,04BB9A9E-2842-3AED-9322-C7DA12C3519A,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Perris, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,F1782C02-0F2F-3900-8A91-64945017462F,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Perris, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,A8B5E584-311E-3F1A-9108-57A7A2147023,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Perris, CA, USA",,H9RZYF3TXSA137461,RitchieBros,2026-01-20 22:53:28.229233,883C1CD8-129F-35A7-B52D-507747A527BC,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Perris, CA, USA",,H9RZYF3TXSA137458,RitchieBros,2026-01-20 22:53:28.229233,4B3FB2A3-23BF-36E4-A8F6-2BD041B6B7CE,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Perris, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,896DAA68-7308-324E-9469-02CD8FD2A1F3,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Tulare, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,8B26413B-0172-39B6-8AD4-17764B3535AE,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Tulare, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,50BC7761-CFAB-378F-9D7E-D2B81A78525E,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Tulare, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,B3484FCB-EF8B-329A-902D-77683DF289DD,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Tulare, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,430DB6B1-6108-38E3-98E9-D815AF38DF36,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Tulare, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,0ACB3790-0D90-39F6-A7CB-BCC9820B7CED,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Tulare, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,F1CE82DB-8330-3147-AF31-7E59C7B6E327,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Tulare, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,BBDD780A-1466-313C-B8D2-C4AE7449807C,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Tulare, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,057559E9-8D5E-3B9C-AD91-9F00DF2265C5,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Dunnigan, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,627375DF-3ECB-3DE9-A42F-4C7F8F956C3E,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Dunnigan, CA, USA",,H9RZYF3TXSA137509,RitchieBros,2026-01-20 22:53:28.229233,2C268F5A-A22A-3CF3-AB29-12F238FEEBD2,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Dunnigan, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,1765F642-4331-3CF0-91BE-AB8E235DA1CC,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Dunnigan, CA, USA",,H9RZYF3TXSA137494,RitchieBros,2026-01-20 22:53:28.229233,3B82308F-71D0-3C54-B843-6F25CA2DA8F1,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Dunnigan, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,22D326B2-6FA1-3452-B425-2A6CB96130CC,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Dunnigan, CA, USA",,H9RZYF3TXSA137501,RitchieBros,2026-01-20 22:53:28.229233,3DC1FB35-4610-3BC4-8B34-06C669CF50E1,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Dunnigan, CA, USA",,,RitchieBros,2026-01-20 22:53:28.229233,EF4E0B74-F9EA-33E0-9F30-0D393B65CBA1,2026 SDGRAND IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Las Vegas, NV, USA",,,RitchieBros,2026-01-20 22:53:28.229233,C8A70515-2B39-326D-A38D-71D23ED61F3D,Kubota BX23S Utility Tractor,Utility Tractor,"Las Vegas, NV, USA - Mar 05, 2026",2026-03-05 16:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey Ferguson,MF4608,2014.0,,,"Davenport, FL, USA",,M46080EJK22732,RitchieBros,2026-01-20 22:53:28.229233,CEDD5EDD-871A-3F0F-8977-2DBFF24B6DE8,2014 Massey Ferguson MF4608 Utility Tractor,Utility Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Amaranth, ON, CAN",,H9RZYF3TXSA137413,RitchieBros,2026-01-20 22:53:28.229233,C6D69CEC-D7FC-3DBE-82FA-FBA10D15EEBC,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Ontario Regional Event, CAN - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Amaranth, ON, CAN",,H9RZYF3TXSA137420,RitchieBros,2026-01-20 22:53:28.229233,C9D43771-C0A7-306E-9521-77A1A3CA251C,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Ontario Regional Event, CAN - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Amaranth, ON, CAN",,H9RZYF3TXSA137416,RitchieBros,2026-01-20 22:53:28.229233,30A8AAA4-0EDB-3562-B4DA-0158FCD68EFA,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Ontario Regional Event, CAN - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Amaranth, ON, CAN",,48955,RitchieBros,2026-01-20 22:53:28.229233,47475721-78D6-3287-BBFA-BC6C61552B36,Kubota BX23S Utility Tractor,Utility Tractor,"Ontario Regional Event, CAN - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Amaranth, ON, CAN",,61100,RitchieBros,2026-01-20 22:53:28.229233,AC4739A2-BAD5-3866-83DF-F2EF20496E95,Kubota BX23S Utility Tractor,Utility Tractor,"Ontario Regional Event, CAN - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Brandon, MB, CAN",,H9RZYF3TXSA137067,RitchieBros,2026-01-20 22:53:28.229233,F3FCCB33-4B1B-3806-A166-C3EA80BDAF8D,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Manitoba Regional Event, CAN - Mar 03, 2026",2026-03-03 19:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Brandon, MB, CAN",,H9RZYF3TXSA137070,RitchieBros,2026-01-20 22:53:28.229233,EE87A12F-B17B-3FE9-B545-669D4BA97518,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Manitoba Regional Event, CAN - Mar 03, 2026",2026-03-03 19:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Brandon, MB, CAN",,H9RZYF3TXSA137066,RitchieBros,2026-01-20 22:53:28.229233,2718D303-5D45-3A4F-A056-D5167AD47517,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Manitoba Regional Event, CAN - Mar 03, 2026",2026-03-03 19:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Brandon, MB, CAN",,H9RZYF3TXSA137045,RitchieBros,2026-01-20 22:53:28.229233,852C6DFB-6819-39CD-9D1B-3033DEC17BCC,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Manitoba Regional Event, CAN - Mar 03, 2026",2026-03-03 19:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Brandon, MB, CAN",,H9RZYF3TXSA137050,RitchieBros,2026-01-20 22:53:28.229233,13F5B379-9A2E-38D4-B580-A4118A39A1F3,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Manitoba Regional Event, CAN - Mar 03, 2026",2026-03-03 19:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
